Sequence ID,Description,Query ID,Target ID,Coverage,Percent Identity,Length,Mismatch,Gap Open,Query Start,Query End,Target Start,Target End,Strandedness,E-Value,Bit Score,Classification
PFFEJNAA_00612_612,PFFEJNAA_00612_612 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00369_369,PFFEJNAA_00369_369 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00080_80,PFFEJNAA_00080_80 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00575_575,PFFEJNAA_00575_575 IS3 family transposase ISErh1,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00354_354,PFFEJNAA_00354_354 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00301_301,PFFEJNAA_00301_301 Chromosome partition protein Smc,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00007_7,PFFEJNAA_00007_7 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00522_522,PFFEJNAA_00522_522 Ribosomal RNA small subunit methyltransferase D,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00050_50,PFFEJNAA_00050_50 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00197_197,PFFEJNAA_00197_197 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00537_537,PFFEJNAA_00537_537 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00325_325,PFFEJNAA_00325_325 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00559_559,PFFEJNAA_00559_559 tRNA-Gln(ttg),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00569_569,PFFEJNAA_00569_569 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00710_710,PFFEJNAA_00710_710 DEAD-box ATP-dependent RNA helicase CshA,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00358_358,PFFEJNAA_00358_358 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00108_108,PFFEJNAA_00108_108 30S ribosomal protein S5,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00549_549,PFFEJNAA_00549_549 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00170_170,PFFEJNAA_00170_170 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00465_465,PFFEJNAA_00465_465 Polyribonucleotide nucleotidyltransferase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00404_404,PFFEJNAA_00404_404 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00677_677,PFFEJNAA_00677_677 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00169_169,PFFEJNAA_00169_169 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00365_365,PFFEJNAA_00365_365 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00452_452,PFFEJNAA_00452_452 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00146_146,PFFEJNAA_00146_146 Chaperone protein DnaK,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00231_231,PFFEJNAA_00231_231 Ribosome biogenesis GTPase A,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00269_269,PFFEJNAA_00269_269 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00279_279,PFFEJNAA_00279_279 ATP-dependent zinc metalloprotease FtsH,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00492_492,PFFEJNAA_00492_492 Vitamin B12 import ATP-binding protein BtuD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00396_396,PFFEJNAA_00396_396 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00542_542,PFFEJNAA_00542_542 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00420_420,PFFEJNAA_00420_420 UvrABC system protein C,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00101_101,PFFEJNAA_00101_101 50S ribosomal protein L14,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00712_712,PFFEJNAA_00712_712 ATP-dependent zinc metalloprotease FtsH,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00584_584,PFFEJNAA_00584_584 Oligopeptide transport ATP-binding protein OppD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00150_150,PFFEJNAA_00150_150 RNA polymerase sigma factor FliA,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00004_4,PFFEJNAA_00004_4 Glutathione transport system permease protein GsiD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00160_160,PFFEJNAA_00160_160 Arginine--tRNA ligase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00458_458,PFFEJNAA_00458_458 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00286_286,PFFEJNAA_00286_286 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00487_487,PFFEJNAA_00487_487 RNA polymerase sigma factor RpoD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00543_543,PFFEJNAA_00543_543 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00094_94,PFFEJNAA_00094_94 50S ribosomal protein L2,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00589_589,PFFEJNAA_00589_589 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00508_508,PFFEJNAA_00508_508 Endoribonuclease YbeY,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00264_264,PFFEJNAA_00264_264 Single-stranded DNA-binding protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00201_201,PFFEJNAA_00201_201 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00185_185,PFFEJNAA_00185_185 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00678_678,PFFEJNAA_00678_678 Single-stranded DNA-binding protein A,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00065_65,PFFEJNAA_00065_65 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00518_518,PFFEJNAA_00518_518 tRNA 5-hydroxyuridine methyltransferase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00590_590,PFFEJNAA_00590_590 Isoleucine--tRNA ligase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00616_616,PFFEJNAA_00616_616 ATP-dependent zinc metalloprotease FtsH,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00442_442,PFFEJNAA_00442_442 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00072_72,PFFEJNAA_00072_72 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00011_11,PFFEJNAA_00011_11 Vitamin B12 import ATP-binding protein BtuD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00073_73,PFFEJNAA_00073_73 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00553_553,PFFEJNAA_00553_553 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00106_106,PFFEJNAA_00106_106 50S ribosomal protein L6,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00255_255,PFFEJNAA_00255_255 Single-stranded DNA-binding protein A,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00181_181,PFFEJNAA_00181_181 Glutathione transport system permease protein GsiC,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00033_33,PFFEJNAA_00033_33 Glutamate--tRNA ligase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00265_265,PFFEJNAA_00265_265 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00008_8,PFFEJNAA_00008_8 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00556_556,PFFEJNAA_00556_556 Ribonucleoside-diphosphate reductase subunit beta,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00372_372,PFFEJNAA_00372_372 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00642_642,PFFEJNAA_00642_642 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00323_323,PFFEJNAA_00323_323 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00210_210,PFFEJNAA_00210_210 tRNA dimethylallyltransferase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00048_48,PFFEJNAA_00048_48 Elongation factor G,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00500_500,PFFEJNAA_00500_500 Dihydrofolate reductase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00464_464,PFFEJNAA_00464_464 tRNA-Asn(gtt),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00557_557,PFFEJNAA_00557_557 tRNA-Trp(cca),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00198_198,PFFEJNAA_00198_198 Alpha-monoglucosyldiacylglycerol synthase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00560_560,PFFEJNAA_00560_560 tRNA-His(gtg),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00057_57,PFFEJNAA_00057_57 Type-1 restriction enzyme R protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00058_58,PFFEJNAA_00058_58 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00154_154,PFFEJNAA_00154_154 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00617_617,PFFEJNAA_00617_617 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00012_12,PFFEJNAA_00012_12 Elongation factor 4,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00143_143,PFFEJNAA_00143_143 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00688_688,PFFEJNAA_00688_688 HTH-type transcriptional regulator PuuR,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00596_596,PFFEJNAA_00596_596 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00698_698,PFFEJNAA_00698_698 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00641_641,PFFEJNAA_00641_641 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00009_9,PFFEJNAA_00009_9 Inner membrane ABC transporter permease protein YdcV,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00151_151,PFFEJNAA_00151_151 Single-stranded DNA-binding protein A,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00440_440,PFFEJNAA_00440_440 Citrate-sodium symporter,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00579_579,PFFEJNAA_00579_579 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00371_371,PFFEJNAA_00371_371 DEAD-box ATP-dependent RNA helicase CshB,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00206_206,PFFEJNAA_00206_206 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00427_427,PFFEJNAA_00427_427 Fructose-bisphosphate aldolase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00406_406,PFFEJNAA_00406_406 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00178_178,PFFEJNAA_00178_178 Putative dipeptidase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00184_184,PFFEJNAA_00184_184 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00611_611,PFFEJNAA_00611_611 Pyruvate dehydrogenase E1 component subunit beta,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00379_379,PFFEJNAA_00379_379 Chromosome partition protein Smc,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00232_232,PFFEJNAA_00232_232 DNA topoisomerase 1,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00425_425,PFFEJNAA_00425_425 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00229_229,PFFEJNAA_00229_229 tRNA(Ile)-lysidine synthase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00327_327,PFFEJNAA_00327_327 tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00380_380,PFFEJNAA_00380_380 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00148_148,PFFEJNAA_00148_148 Heat-inducible transcription repressor HrcA,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00530_530,PFFEJNAA_00530_530 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00422_422,PFFEJNAA_00422_422 UvrABC system protein B,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00592_592,PFFEJNAA_00592_592 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00273_273,PFFEJNAA_00273_273 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00460_460,PFFEJNAA_00460_460 Peptidyl-tRNA hydrolase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00063_63,PFFEJNAA_00063_63 Tyrosine recombinase XerC,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00079_79,PFFEJNAA_00079_79 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00084_84,PFFEJNAA_00084_84 DegV domain-containing protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00193_193,PFFEJNAA_00193_193 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00087_87,PFFEJNAA_00087_87 Guanylate kinase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00595_595,PFFEJNAA_00595_595 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
